SG_UF,CO_MACRORREGIONAL,NO_MACRORREGIONAL,CO_CIR,NO_CIR_PADRAO,CO_MUNICIPIO_IBGE,NO_MUNICIPIO,POP2021,,obs
BA,2.912,OESTE (NBS - BARREIRAS),29.008,IBOTIRAMA,290270,BARRA,54.225,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,290280,BARRA DA ESTIVA,20.198,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290290,BARRA DO CHOCA,30.831,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,290300,BARRA DO MENDES,13.128,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,290310,BARRA DO ROCHA,5.515,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,290320,BARREIRAS,158.432,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,290323,BARRO ALTO,15.171,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,290330,BARRO PRETO,5.312,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.025,SERRINHA,290327,BARROCAS,16.225,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.018,PORTO SEGURO,290340,BELMONTE,23.540,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290350,BELO CAMPO,17.013,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.025,SERRINHA,290360,BIRITINGA,15.989,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,290370,BOA NOVA,12.039,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,290380,BOA VISTA DO TUPIM,18.491,,
BA,2.912,OESTE (NBS - BARREIRAS),29.021,SANTA MARIA DA VITORIA,290390,BOM JESUS DA LAPA,70.151,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290395,BOM JESUS DA SERRA,9.768,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.023,SEABRA,290400,BONINAL,14.518,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,290405,BONITO,16.999,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,290410,BOQUIRA,21.486,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,290420,BOTUPORA,10.050,,Alterado- jan/2023
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,290430,BREJOES,14.155,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,290440,BREJOLANDIA,10.675,,
BA,2.912,OESTE (NBS - BARREIRAS),29.008,IBOTIRAMA,290450,BROTAS DE MACAUBAS,10.705,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,290460,BRUMADO,67.468,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,290470,BUERAREMA,18.269,,
BA,2.912,OESTE (NBS - BARREIRAS),29.008,IBOTIRAMA,290475,BURITIRAMA,21.374,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,290480,CAATIBA,6.232,,
BA,2.915,LESTE - (NRS - SALVADOR),29.005,CRUZ DAS ALMAS,290485,CABACEIRAS DO PARAGUACU,19.010,,
BA,2.915,LESTE - (NRS - SALVADOR),29.005,CRUZ DAS ALMAS,290490,CACHOEIRA,33.659,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,290500,CACULE,23.407,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,290510,CAEM,8.912,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290515,CAETANOS,14.671,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,290520,CAETITE,51.184,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,290530,CAFARNAUM,18.585,,
BA,2.910,SUL (NBS - ILHEUS),29.027,VALENCA,290540,CAIRU,18.666,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,290550,CALDEIRAO GRANDE,13.452,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,290560,CAMACAN,32.023,,
BA,2.915,LESTE - (NRS - SALVADOR),29.004,CAMACARI,290570,CAMACARI,309.208,,
BA,2.910,SUL (NBS - ILHEUS),29.027,VALENCA,290580,CAMAMU,35.444,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.016,JUAZEIRO,290590,CAMPO ALEGRE DE LOURDES,28.839,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.024,SENHOR DO BONFIM,290600,CAMPO FORMOSO,71.754,,
BA,2.912,OESTE (NBS - BARREIRAS),29.021,SANTA MARIA DA VITORIA,290610,CANAPOLIS,9.694,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,290620,CANARANA,26.468,,
BA,2.910,SUL (NBS - ILHEUS),29.009,ILHEUS,290630,CANAVIEIRAS,30.722,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,290640,CANDEAL,8.109,,
BA,2.915,LESTE - (NRS - SALVADOR),29.020,SALVADOR,290650,CANDEIAS,87.820,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,290660,CANDIBA,14.415,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290670,CANDIDO SALES,24.921,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.025,SERRINHA,290680,CANSANCAO,34.929,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.016,JUAZEIRO,290682,CANUDOS,16.832,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,290685,CAPELA DO ALTO ALEGRE,11.597,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,290687,CAPIM GROSSO,31.055,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290689,CARAIBAS,8.659,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,290690,CARAVELAS,22.166,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,290700,CARDEAL DA SILVA,9.395,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,290710,CARINHANHA,29.118,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.016,JUAZEIRO,290720,CASA NOVA,73.092,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,290730,CASTRO ALVES,26.369,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,290740,CATOLANDIA,3.619,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,290750,CATU,55.222,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,290755,CATURAMA,9.303,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,290760,CENTRAL,17.293,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.017,PAULO AFONSO,290770,CHORROCHO,11.221,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.019,RIBEIRA DO POMBAL,290780,CICERO DANTAS,32.636,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.019,RIBEIRA DO POMBAL,290790,CIPO,17.402,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,290800,COARACI,16.128,,
BA,2.912,OESTE (NBS - BARREIRAS),29.021,SANTA MARIA DA VITORIA,290810,COCOS,18.835,,
BA,2.915,LESTE - (NRS - SALVADOR),29.005,CRUZ DAS ALMAS,290820,CONCEICAO DA FEIRA,22.933,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,290830,CONCEICAO DO ALMEIDA,17.087,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.025,SERRINHA,290840,CONCEICAO DO COITE,67.394,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,290850,CONCEICAO DO JACUIPE,33.631,,
BA,2.915,LESTE - (NRS - SALVADOR),29.004,CAMACARI,290860,CONDE,26.223,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290870,CONDEUBA,17.113,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,290880,CONTENDAS DO SINCORA,4.025,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,290890,CORACAO DE MARIA,22.391,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,290900,CORDEIROS,8.667,,
BA,2.912,OESTE (NBS - BARREIRAS),29.021,SANTA MARIA DA VITORIA,290910,CORIBE,14.108,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.019,RIBEIRA DO POMBAL,290920,CORONEL JOAO SA,15.549,,
BA,2.912,OESTE (NBS - BARREIRAS),29.021,SANTA MARIA DA VITORIA,290930,CORRENTINA,32.243,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,290940,COTEGIPE,13.756,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,290950,CRAVOLANDIA,5.352,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,290960,CRISOPOLIS,21.219,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,290970,CRISTOPOLIS,13.981,,
BA,2.915,LESTE - (NRS - SALVADOR),29.005,CRUZ DAS ALMAS,290980,CRUZ DAS ALMAS,63.923,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.016,JUAZEIRO,290990,CURACA,35.065,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291000,DARIO MEIRA,10.347,,
BA,2.915,LESTE - (NRS - SALVADOR),29.004,CAMACARI,291005,DIAS D'AVILA,83.705,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291010,DOM BASILIO,12.281,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,291020,DOM MACEDO COSTA,4.072,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,291030,ELISIO MEDRADO,8.129,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,291040,ENCRUZILHADA,15.914,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,291050,ENTRE RIOS,42.014,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,290050,ERICO CARDOSO,10.513,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,291060,ESPLANADA,37.902,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.025,SERRINHA,291070,EUCLIDES DA CUNHA,61.112,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.018,PORTO SEGURO,291072,EUNAPOLIS,115.360,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.019,RIBEIRA DO POMBAL,291075,FATIMA,17.801,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291077,FEIRA DA MATA,5.656,,Ajustado-Set-22
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,291080,FEIRA DE SANTANA,624.107,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.024,SENHOR DO BONFIM,291085,FILADELFIA,16.314,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291090,FIRMINO ALVES,5.641,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291100,FLORESTA AZUL,10.525,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,291110,FORMOSA DO RIO PRETO,26.111,,
BA,2.910,SUL (NBS - ILHEUS),29.027,VALENCA,291120,GANDU,32.778,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,291125,GAVIAO,4.417,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291130,GENTIO DO OURO,11.284,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.017,PAULO AFONSO,291140,GLORIA,15.247,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291150,GONGOGI,6.852,,
BA,2.915,LESTE - (NRS - SALVADOR),29.005,CRUZ DAS ALMAS,291160,GOVERNADOR MANGABEIRA,20.800,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291165,GUAJERU,6.371,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291170,GUANAMBI,85.353,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.018,PORTO SEGURO,291180,GUARATINGA,20.565,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.019,RIBEIRA DO POMBAL,291185,HELIOPOLIS,12.946,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,291190,IACU,23.950,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291200,IBIASSUCE,8.849,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291210,IBICARAI,21.083,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291220,IBICOARA,19.990,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291230,IBICUI,16.262,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291240,IBIPEBA,18.421,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291250,IBIPITANGA,14.989,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,291260,IBIQUERA,4.047,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291270,IBIRAPITANGA,23.433,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,291280,IBIRAPUA,8.740,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291290,IBIRATAIA,14.476,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.023,SEABRA,291300,IBITIARA,16.463,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291310,IBITITA,17.048,,
BA,2.912,OESTE (NBS - BARREIRAS),29.008,IBOTIRAMA,291320,IBOTIRAMA,27.076,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,291330,ICHU,6.232,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291340,IGAPORA,15.661,,
BA,2.910,SUL (NBS - ILHEUS),29.027,VALENCA,291345,IGRAPIUNA,12.963,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291350,IGUAI,27.006,,
BA,2.910,SUL (NBS - ILHEUS),29.009,ILHEUS,291360,ILHEUS,157.639,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,291370,INHAMBUPE,40.720,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,291380,IPECAETA,14.229,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291390,IPIAU,45.969,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,291400,IPIRA,59.281,,
BA,2.912,OESTE (NBS - BARREIRAS),29.008,IBOTIRAMA,291410,IPUPIARA,9.954,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291420,IRAJUBA,7.295,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291430,IRAMAIA,7.874,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.023,SEABRA,291440,IRAQUARA,25.728,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.006,FEIRA DE SANTANA,291450,IRARA,29.305,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291460,IRECE,74.050,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.018,PORTO SEGURO,291465,ITABELA,30.901,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,291470,ITABERABA,64.795,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291480,ITABUNA,214.123,,
BA,2.910,SUL (NBS - ILHEUS),29.009,ILHEUS,291490,ITACARE,29.051,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,291500,ITAETE,16.164,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291510,ITAGI,12.140,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291520,ITAGIBA,14.331,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.018,PORTO SEGURO,291530,ITAGIMIRIM,6.784,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291535,ITAGUACU DA BAHIA,14.650,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291540,ITAJU DO COLONIA,6.515,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291550,ITAJUIPE,20.309,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,291560,ITAMARAJU,64.423,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291570,ITAMARI,7.971,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291580,ITAMBE,22.474,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,291590,ITANAGRA,6.433,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,291600,ITANHEM,19.231,,
BA,2.915,LESTE - (NRS - SALVADOR),29.020,SALVADOR,291610,ITAPARICA,22.440,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291620,ITAPE,8.300,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.018,PORTO SEGURO,291630,ITAPEBI,10.173,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291640,ITAPETINGA,77.408,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,291650,ITAPICURU,36.173,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291660,ITAPITANGA,10.284,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291670,ITAQUARA,8.375,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291680,ITARANTIM,19.937,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,291685,ITATIM,14.588,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291690,ITIRUCU,12.482,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.024,SENHOR DO BONFIM,291700,ITIUBA,36.140,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291710,ITORORO,20.394,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291720,ITUACU,19.095,,
BA,2.910,SUL (NBS - ILHEUS),29.027,VALENCA,291730,ITUBERA,28.870,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291733,IUIU,11.038,,
BA,2.912,OESTE (NBS - BARREIRAS),29.021,SANTA MARIA DA VITORIA,291735,JABORANDI,8.176,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291740,JACARACI,14.855,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,291750,JACOBINA,80.749,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291760,JAGUAQUARA,54.913,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.024,SENHOR DO BONFIM,291770,JAGUARARI,33.915,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,291780,JAGUARIPE,19.162,,
BA,2.914,NORDESTE (NRS - ALAGOINHAS),29.001,ALAGOINHAS,291790,JANDAIRA,10.742,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291800,JEQUIE,156.277,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.017,PAULO AFONSO,291810,JEREMOABO,40.832,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,291820,JIQUIRICA,14.576,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291830,JITAUNA,10.470,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291835,JOAO DOURADO,25.606,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.016,JUAZEIRO,291840,JUAZEIRO,219.544,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,291845,JUCURUCU,8.856,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291850,JUSSARA,15.241,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,291855,JUSSARI,5.706,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291860,JUSSIAPE,5.777,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291870,LAFAIETE COUTINHO,3.663,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291875,LAGOA REAL,15.870,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,291880,LAJE,24.214,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,291890,LAJEDAO,3.993,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,291900,LAJEDINHO,3.735,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,291905,LAJEDO DO TABOCAL,8.591,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.025,SERRINHA,291910,LAMARAO,8.078,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.010,IRECE,291915,LAPAO,27.323,,
BA,2.915,LESTE - (NRS - SALVADOR),29.020,SALVADOR,291920,LAURO DE FREITAS,204.669,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.023,SEABRA,291930,LENCOIS,11.586,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,291940,LICINIO DE ALMEIDA,12.357,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291950,LIVRAMENTO DE NOSSA SENHORA,46.372,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,291955,LUIS EDUARDO MAGALHAES,92.671,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,291960,MACAJUBA,11.318,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,291970,MACARANI,19.056,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,291980,MACAUBAS,50.481,,
BA,2.913,NORTE - (NRS - JUAZEIRO),29.017,PAULO AFONSO,291990,MACURURE,7.752,,
BA,2.915,LESTE - (NRS - SALVADOR),29.020,SALVADOR,291992,MADRE DE DEUS,21.754,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,291995,MAETINGA,2.386,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.013,ITAPETINGA,292000,MAIQUINIQUE,10.294,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,292010,MAIRI,18.535,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,292020,MALHADA,16.875,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.003,BRUMADO,292030,MALHADA DE PEDRAS,8.326,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,292040,MANOEL VITORINO,12.944,,
BA,2.912,OESTE (NBS - BARREIRAS),29.002,BARREIRAS,292045,MANSIDAO,13.822,,
BA,2.910,SUL (NBS - ILHEUS),29.015,JEQUIE,292050,MARACAS,19.973,,
BA,2.915,LESTE - (NRS - SALVADOR),29.005,CRUZ DAS ALMAS,292060,MARAGOGIPE,44.902,,
BA,2.910,SUL (NBS - ILHEUS),29.012,ITABUNA,292070,MARAU,20.664,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.011,ITABERABA,292080,MARCIONILIO SOUZA,10.357,,
BA,2.910,SUL (NBS - ILHEUS),29.009,ILHEUS,292090,MASCOTE,13.619,,
BA,2.915,LESTE - (NRS - SALVADOR),29.004,CAMACARI,292100,MATA DE SAO JOAO,47.643,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,292105,MATINA,12.359,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,292110,MEDEIROS NETO,22.741,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,292120,MIGUEL CALMON,25.771,,
BA,2.915,LESTE - (NRS - SALVADOR),29.022,SANTO ANTONIO DE JESUS,292130,MILAGRES,10.838,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,292140,MIRANGABA,18.603,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.028,VITORIA DA CONQUISTA,292145,MIRANTE,8.264,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.025,SERRINHA,292150,MONTE SANTO,49.145,,
BA,2.912,OESTE (NBS - BARREIRAS),29.008,IBOTIRAMA,292160,MORPARA,8.476,,
BA,2.918,CENTRO - NORTE (NRS - JACOBINA),29.014,JACOBINA,292170,MORRO DO CHAPEU,35.466,,
BA,2.911,SUDOESTE (NBS - VITORIA CONQUISTA),29.007,GUANAMBI,292180,MORTUGABA,12.063,,
BA,2.917,CENTRO-LESTE (NRS - FEIRA SANTANA),29.023,SEABRA,292190,MUCUGE,8.725,,
BA,2.916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29.026,TEIXEIRA DE FREITAS,292200,MUCURI,42.729,,
